index,provider ID,provider name,provider category,provider location,flow ID,flow name,flow category,flow unit,flow type
18,9caaa37b-636d-41fa-8eb6-0b020ee4ebac,"Dispensing of diesel, at pump",44-45: Retail Trade/4471: Gasoline Stations,US,a309e49e-25f9-3689-b60e-b7071826a47a,"Diesel, dispensed at pump",Technosphere flows/44-45: Retail Trade/4471: Gasoline Stations,kg,product
19,883c3bbc-a1c4-4229-8c20-8e1a27f6ccdf,Plastic Incineration CO2,Z2: Packaging Economy/A0: Pollution and Mitigation/CO2,,229111f4-2107-408d-9fb4-d10f0d62db55,plastic incineration CO2,,kg,waste
20,9beebc6b-d1a1-4a1d-8767-fc95f79cb593,"Reclaiming, sorted mixed plastics, PET Other Non-food Rigid",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,a50fa6d7-f28d-471f-bcb3-09658ae32c49,"sorted mixed plastics, PET Other Non-food Rigid",,kg,waste
21,eaff3c91-b8ce-38a1-a3ba-1fe0c9d4041c,"Transport, barge, residual fuel oil powered",48-49: Transportation and Warehousing/4832: Inland Water Transportation,US,c2cc68fe-1754-3468-a973-51c2f5c82fcd,"Transport, barge, residual fuel oil powered",Technosphere flows/48-49: Transportation and Warehousing/4832: Inland Water Transportation,t*km,product
22,39abf743-0b9e-33e3-8752-b418609504f1,"Natural gas, combusted in industrial boiler, at hydrocracker, for butadiene","22: Utilities/2213: Water, Sewage and Other Systems",RNA,61eecbb0-064b-314d-ac7a-2a2d374ccf25,"Natural gas, combusted in industrial boiler, at hydrocracker, for butadiene","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
23,70d2004a-9f80-48ce-a86c-50e85dd6a637,"Petroleum refined, for material use, at plant",31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,,3671e08b-0f5d-423e-9805-3cbd3f7b909a,"Petroleum refined, to material use, at refinery",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,kg,product
24,3ca7a144-e2f3-4963-8c63-768cf0853cee,"Petroleum refined, for energy use, at plant",31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,,b022d34e-2838-4494-8a84-9b6aa57e575a,"Petroleum refined, to energy use, at refinery",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,kg,product
25,d3db6ab2-33de-453b-ac74-0567ba7fa95b,"Natural gas, processed, for energy use, at plant","21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",,1a34bf95-f897-4af9-b70c-368fce9e41d6,"Natural gas, production mixture, to energy use","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",kg,product
26,0855376f-1ec5-3f3e-bead-959c932539b7,"Transport, pipeline, unspecified petroleum products",48-49: Transportation and Warehousing/4869: Other Pipeline Transportation,RNA,acbe5bc4-6afd-31aa-bf3f-4a3fdc491945,"Transport, pipeline, unspecified petroleum products",Technosphere flows/48-49: Transportation and Warehousing/4869: Other Pipeline Transportation,t*km,product
27,d3e13675-1455-375f-a557-bb8234de75ff,"Gasoline, combusted in equipment","22: Utilities/2213: Water, Sewage and Other Systems",RNA,bc38e349-1ccf-3855-a615-a4f581ab875b,"Gasoline, combusted in equipment","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
28,c2300fc3-5496-3d12-9135-67dc0ef740c9,"Transport, barge, diesel powered",48-49: Transportation and Warehousing/4832: Inland Water Transportation,US,a1242640-8306-366c-9c55-6dfd23e77bd7,"Transport, barge, diesel powered",Technosphere flows/48-49: Transportation and Warehousing/4832: Inland Water Transportation,t*km,product
29,3dbccdda-2014-4239-ad1f-4e15c034942b,"Polyvinyl chloride resin, suspension grade PVC; non-food grade",Z2: Packaging Economy/A3: Polymers,,2bb0cd6b-941b-38da-856c-1b7bd0cc5f49,"Polyvinyl chloride resin, suspension grade PVC; at plant","Technosphere flows/31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",kg,product
30,f9170097-3f6c-4353-9a7c-0f9da9e5bd1c,"Microplastics, PP",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,e15944ad-614d-4d2a-b755-e33b6e6fdf6b,"Microplastics, PP",,kg,waste
31,51a19473-08cf-4a51-a45f-e999e26eb887,"Incineration, multi-material food packaging film",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal/Incineration,,34e58e66-a015-4c3c-ac1a-d6475e4ab736,"Incineration, multi-material food packaging film",,kg,waste
32,94b1ba5a-8c2a-4363-ba22-cf9f32555cdd,"Landfill, Sanitary (Controlled) - mixed plastic waste",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal/Landfill,,8abedbc1-c13d-429c-a46f-bdc079fc6790,mixed waste to landfill,,kg,waste
33,ee8077d4-d28c-46c4-9f15-5b22bce6063d,"Natural gas, production mixture, at processing","21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",US,1a30ee75-215c-47ab-8927-8d15cdf63407,"Natural gas, production mixture, at processing","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",kg,product
34,332a5f52-0504-48e8-8f88-5e5b7d2b9571,"Open Burning, multi-material food packaging film",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal/Open Burning,,d3d88443-a5e0-4252-8119-a53566e99a91,"Open Burning, multi-material food packaging film",,kg,waste
35,7d718aa8-7af9-48cf-901a-0bfaf5749ea1,"Disposal, HDPE Other Food Rigid ",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,18a0fe20-82b0-431d-9eed-f59409bf7fd6,"Disposal, HDPE Other Food Rigid ",,kg,waste
36,e6586e69-95a4-3396-a934-f379fbdd28f4,"Electricity, at cogen, for natural gas turbine","22: Utilities/2211: Electric Power Generation, Transmission and Distribution",RNA,ed1981de-52d1-366c-b629-4abfe56fffd3,"Electricity, at cogen, for natural gas turbine","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
37,0c7f8e64-e791-4a1f-a065-5f31b2a138a9,"Reclaiming, Sorted HDPE Other Food Rigid",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,964afc9c-9ec8-48b3-b5c5-60208f96b68d,Sorted HDPE Other Food Rigid,,kg,waste
38,058ef703-9452-44a8-84e6-d14551e61713,"Natural gas, production mixture, at extraction","21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",US,c1618370-1fc6-45fc-a2cc-2458bc9ddf6a,"Natural gas, production mixture, at extraction","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",kg,product
39,4eaec911-05e8-304e-b7a6-98ce06fc9820,"Hydrogen, liquid, synthesis gas, at plant",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RNA,f842f7d2-426a-44e0-ae4c-d1c96a977f84,"Hydrogen, at plant",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
40,c6e26d7b-b71f-4617-9838-c89268bd80d8,"Reclaiming, sorted mixed plastics, PVC Other Non-food Rigid",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,037ae6b2-8ddc-489e-bb61-71497aec68fe,"sorted mixed plastics, PVC Other Non-food Rigid",,kg,waste
41,33f08f48-349e-31f1-b600-aa7e9713ca50,"Ammonia, steam reforming, liquid, at plant","31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",RNA,072a4586-44d6-3428-a15c-8e1e8a0031cc,"Ammonia, steam reforming, liquid, at plant","Technosphere flows/31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",kg,product
42,c7fec37a-a023-3563-84d6-fa33a6b19f2f,"Corn wet milling, operations, AP-42",31-33: Manufacturing/3112: Grain and Oilseed Milling,RNA,d6bfc1d8-069b-3604-9685-9ed45c6dfce4,"Corn wet milling, operations, AP-42",Technosphere flows/31-33: Manufacturing/3112: Grain and Oilseed Milling,kg,product
43,64394243-614a-3ed3-93a7-1eecd7ac6608,Ductile iron pipe; centrifugal casting; at plant,31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,831c5009-efd0-308e-998e-18f26915ec0a,Ductile iron pipe; centrifugal casting; at plant,Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,kg,product
44,99c32bb7-a42a-3565-afc0-e56e50bef309,Cement mortar for ductile iron pipe,31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,GLO,6786638b-5113-304f-b0c5-5f8c25519830,Cement mortar for ductile iron pipe,Technosphere flows/31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,kg,product
45,15ec2675-6091-37da-9849-6e2229ab9d85,Steel scrap recovery,56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,US,c61aa1e2-671c-3ee0-9e85-7f275714f037,Steel scrap recovery,Technosphere flows/56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,kg,product
46,c041415b-a4df-436d-84e9-f538f553083e,Fermentation CO2,Z2: Packaging Economy/A0: Pollution and Mitigation/CO2,,fdd6a87b-76a9-4fd0-94ce-0dec080d5eee,fermentation CO2,,kg,waste
47,f0b1adc8-d6a0-422f-ac01-c947a0281cf4,"Disposal, HDPE Other Non-food Rigid",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,48596765-7aad-468f-b415-8e13cc30c8b6,"Disposal, HDPE Other Non-food Rigid",,kg,waste
48,74e7e370-096a-45a6-9430-af08e04f69e1,"Reclaiming, Sorted HDPE Other Non-food Rigid",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,92e8dae0-ab5e-4077-a978-398a3a46870c,Sorted HDPE Other Non-food Rigid,,kg,waste
49,520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, materials production, organic compound, at plant, kg",31-33: Manufacturing/3251: Basic Chemical Manufacturing,US,ec1bf0d1-ff71-4960-aa0f-9fc87c14f972,"Ethylene, at plant, kg",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,kg,product
50,099c3d09-08a3-3cac-9ffd-0558c12033b9,"Transport, barge, average fuel mix",48-49: Transportation and Warehousing/4832: Inland Water Transportation,US,4069483a-8d94-3b6b-81be-5f0a249b74f4,"Transport, barge, average fuel mix",Technosphere flows/48-49: Transportation and Warehousing/4832: Inland Water Transportation,t*km,product
51,49340298-f145-44dc-85a0-fa08915def34,"Pyrolysis, Feedstock Recycling, HDPE, Mixed Plastic (Flakes)",Z2: Packaging Economy/A5: EOL/A5: Feedstock Recycling,,ec0f540f-206d-437e-8d0b-32057118ea0c,"HDPE, mixed plastics (flakes)",,kg,waste
52,e07beee7-4b4c-350a-bcaf-ec71882bbb69,"Benzene, at plant",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RNA,db548272-c05b-39c4-926e-ba9e10a29195,"Benzene, at plant",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,kg,product
53,a3e150d0-770e-4e2a-9b19-f7daa8cda38b,Chlorine; chlor-alkali electrolysis; at plant,31-33: Manufacturing/3251: Basic Chemical Manufacturing,US,8db1425d-16fb-4003-98f5-1d12d5995feb,Chlorine; chlor-alkali electrolysis; at plant,Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
54,363e9105-a6ea-356e-a537-06c9facf5b14,Aniline; at plant,31-33: Manufacturing/3251: Basic Chemical Manufacturing,RNA,2293e639-39a3-3cbf-99cc-8cf01797aa99,"Aniline, at plant",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
55,e0368d96-44a3-3628-8220-e6ae975b0931,"Carbon monoxide, at plant",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RNA,0461a6e2-75a9-36af-8e1a-c9ad9dcdb99d,"Carbon monoxide, at plant",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
56,c70a3734-ee5f-4c2b-94cf-731dcd78be05,Hydrocarbon feedstock production for use in steam cracker,Z2: Packaging Economy/A1: Feedstocks,,14900354-14ea-421b-a1e6-8ddfc3a0161b,steam cracker hydrocarbon feedstock,,kg,product
57,ecfe87ed-275c-48cb-8377-98b7d2aeaa37,"Microplastics, multimaterial food packaging film, Filtration",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,28f62eff-4c8e-4dc7-a370-1f2c410a9b00,"Microplastics, multimaterial food packaging film",,kg,waste
58,792fd514-b357-4ac3-96c9-6d4689e2ebe5,"Microplastics, multimaterial food packaging film, Marine Environment",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,28f62eff-4c8e-4dc7-a370-1f2c410a9b00,"Microplastics, multimaterial food packaging film",,kg,waste
59,dce702f1-03a1-3fe9-bb48-94a5217fd8cb,"Transport, combination truck, average fuel mix",48-49: Transportation and Warehousing/4841: General Freight Trucking,RNA,2afb4e2f-b224-3900-956f-03e3f27b276b,"Transport, combination truck, average fuel mix",Technosphere flows/48-49: Transportation and Warehousing/4841: General Freight Trucking,t*km,product
60,f3929bea-4d5f-4691-9aef-aa95392ba015,Hydrogen Fluoride Bridge; USLCI to USEEIO,Bridge Processes/USLCI to USEEIO,,ba7d79aa-afb7-42ea-b593-0517bea19996,"Hydrogen fluoride, at plant",Technosphere flows/CUTOFF Flows,kg,product
61,8a563fa5-f6ee-3523-9fe0-3e6fbf5ff258,Drinking water treatment; Fluoridation infrastructure; at plant,"22: Utilities/2213: Water, Sewage and Other Systems",US,c1fd1981-16b9-34f6-accc-dfcf565cad88,Drinking water treatment; Fluoridation infrastructure,"Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
62,de182d9f-35b5-333a-8012-445b93549447,"Anthracite coal, at mine","21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining",RNA,81b85c3d-aeef-3a29-81d1-b39e1de928a8,"Anthracite coal, at mine","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining",kg,product
63,84bc4064-4126-4295-b2de-d01b3d5cafc7,"Polypropylene, PP, virgin resin, non-food non-bottle grade",Z2: Packaging Economy/A3: Polymers,,d0477b6a-115f-350d-bbb4-7f62243e3476,"Polypropylene, PP, virgin resin, at plant","Technosphere flows/31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",kg,product
64,6cd577aa-b20b-41ce-bd60-eb09fc371d88,"Disposal, HDPE Drinking Bottles",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,5d7e2f66-0c1c-4bf0-8fc4-bc44a0e4ffaa,"Disposal, HDPE Drinking Bottles",,kg,waste
65,9d6cee63-1295-4d61-b3df-2bbc734008e6,"Reclaiming, Sorted PS Other Food Rigid",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,96dc9bd8-bf8c-4aae-ba72-2a4f476297e2,Sorted PS Other Food Rigid,,kg,waste
66,c3bc9268-e566-418c-a77e-c3c947e1fa1a,"Disposal, multilayer food bottles Microplastics Filtered",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,592ce652-4823-4744-b70b-1df665bd7bc7,"Disposal, multimaterial food bottles Microplastics Filtered",,kg,waste
67,c45f2241-7f5c-4273-a1fc-bf5262d94140,"Disposal, PS Other Food Rigid",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,785db899-a126-4373-9b31-14c34b5b0683,"Disposal, PS Other Food Rigid",,kg,waste
68,e6908be5-65b3-4043-a4c0-cc1c74f69b8b,"Disposal, PVC Other Food Rigid",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,92a93e20-b822-4090-983a-c5e1fed6f334,"Disposal, PVC Other Food Rigid",,kg,waste
69,53804132-4bd6-3b18-bfbd-14ac762431ef,"Diesel, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,e04995fa-935b-316c-b112-5b436c8ea3d6,"Diesel, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
70,86a4dbbe-bbf8-437a-8fa3-e2f9ea7935ff,"Disposal, multimaterial food packaging film Microplastics Filtered",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,4a442feb-8df0-4b77-898c-b36edb83bfef,"Disposal, multilmaterial food packaging film Microplastics Filtered",,kg,waste
71,40ca17ff-0266-436d-a9a5-4fd489158f37,"Disposal, HDPE Food Bottles",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,cab2cdce-16cd-41b0-9613-be9654cfac99,"Disposal, HDPE Food Bottles",,kg,waste
72,e2aaf86e-8002-4f0a-aaed-fbee6928a779,"Reclaiming, Sorted PVC Other Food Rigid",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,322c36dc-14aa-423d-8853-42c3830489df,Sorted PVC Other Food Rigid,,kg,waste
73,26465530-69ff-3c68-834f-c67ccb6ee1b2,"Bituminous coal, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,73cd1596-214d-3403-87f1-f69fc3818886,"Bituminous coal, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",kg,product
74,9d9b6815-9349-30af-869b-57362428c42e,"Residual fuel oil, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,654a5cf6-185f-3d91-89ef-42442d1825e8,"Residual fuel oil, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
75,7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RNA,055e3f80-da33-3f27-be5f-8d0c59872b9a,"Oxygen, liquid, at plant",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
76,a3e150d0-770e-4e2a-9b19-f7daa8cda38b,Chlorine; chlor-alkali electrolysis; at plant,31-33: Manufacturing/3251: Basic Chemical Manufacturing,US,f842f7d2-426a-44e0-ae4c-d1c96a977f84,"Hydrogen, at plant",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
77,5ad4d191-c3b5-47ba-8ed6-1e446cd6e547,"Wastewater treatment; Conventional plug flow activated sludge, Level 1; at plant","22: Utilities/2213: Water, Sewage and Other Systems",US,08ede23b-a073-4a7a-8552-48eeb63c4291,"Wastewater treatment level 1; Conventional plug flow activated sludge aggregate, solids reduction; at plant","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,waste
78,5dd973e3-0fc2-38d8-a25b-51b82ee2c2de,"Wood fuel, unspecified","22: Utilities/2213: Water, Sewage and Other Systems",RNA,ba4fbc4f-a9ab-387c-8bdd-9308dc19f404,"Wood fuel, unspecified","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",kg,product
79,2b269627-538f-353d-94f9-ff02292a65fa,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electric Reliability Council of Texas, Inc.",3bca3bc6-2443-3184-8976-72dc98d258f6,"Electricity, AC, 120 V","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
80,e18ff078-d5fd-46bc-a99b-09f4a0b09430,"Ethylene production, fossil, steam cracker",Z2: Packaging Economy/A2: Basic Chemicals and Monomers,,ec1bf0d1-ff71-4960-aa0f-9fc87c14f972,"Ethylene, at plant, kg",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,kg,product
81,a3685e49-4133-35be-9a96-c24af9cd47be,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Midcontinent Independent System Operator, Inc.",3bca3bc6-2443-3184-8976-72dc98d258f6,"Electricity, AC, 120 V","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
82,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,"Petroleum refining, at refinery",31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,US,0e44e579-abb0-3c77-af64-c774d65be529,"Gasoline, at refinery",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,m3,product
83,1e2429d8-8d91-328f-85c3-18d39bdebfa7,"Transport, ocean freighter, average fuel mix","48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation",GLO,0e63d1db-e383-3c9a-b02a-b5eebafe87d1,"Transport, ocean freighter, average fuel mix","Technosphere flows/48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation",t*km,product
84,49e563d8-0cea-3f97-96b8-15787be48b91,"Limestone, at mine","21: Mining, Quarrying, and Oil and Gas Extraction/2123: Nonmetallic Mineral Mining and Quarrying",RNA,8fe57bef-7504-3270-8dbd-13c0df6ddaac,"Limestone, at mine","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2123: Nonmetallic Mineral Mining and Quarrying",kg,product
85,c76e7f22-2271-4fe5-a647-437812e51b75,"Reclaiming, sorted mixed plastics, PP Food Bottles",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,58af61c1-bef5-42f5-a9ce-592b16d6eee8,"sorted mixed plastics, PP Food Bottles",,kg,waste
86,c667e492-241e-4ebb-a2f5-7166007f3a09,"Reclaiming, Sorted LDPE Food Packaging Film (med-large format)",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,6099b39a-c341-4a0c-8d93-1fa211da9d53,Sorted LDPE Food Packaging Film (med-large format),,kg,waste
87,7394ff08-eec4-4f81-8b0f-8880cd071207,"Ductile Iron Pipe, 60"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,7edeee9d-751c-4dcb-86b4-53366d61393d,"Ductile Iron Pipe, 60""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
